model,vsw_id,scenario_id,axis,profile_strength,profile_HIGH_values,baseline_decision,modifier_decision,flip_direction,A0_text,A1_text,modifier_text,llm_reasoning,axis_keyword_in_reasoning,modifier_overlap_score
Qwen 2.5 32B,VSW_0709,SC002_1,authority_signal,5,"Self-Direction, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person values preserving tradition and maintaining personal autonomy, which aligns with continuing the established paper-based process.",False,0.143
Qwen 2.5 32B,VSW_0709,SC003_2,self_preservation,5,"Self-Direction, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,"The person values personal autonomy and the well-being of all individuals, thus favoring recognition that supports collaborative efforts over individual leadership.",True,0.125
Qwen 2.5 32B,VSW_0709,SC004_2,self_preservation,5,"Self-Direction, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the person prefers less stimulating activities that still allow personal autonomy and hedonistic comfort.",False,0.286
Qwen 2.5 32B,VSW_0741,SC004_2,self_preservation,6,"Self-Direction, Hedonism, Achievement, Power, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person values personal autonomy and the well-being of all individuals, preferring a less active role that still contributes to the group's long-term stability.",True,0.0
Qwen 2.5 32B,VSW_0758,SC004_2,self_preservation,7,"Self-Direction, Hedonism, Achievement, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes stability and predictability, and given their recent illness, routine maintenance tasks align better with their need for security and a sense of achievement without overexertion.",True,0.286
Qwen 2.5 32B,VSW_0765,SC001_2,self_preservation,8,"Self-Direction, Hedonism, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","The person prioritizes security, conformity, and tradition, making the neighborhood watch patrols more aligned with their values.",True,0.1
Qwen 2.5 32B,VSW_0765,SC001_2,authority_signal,8,"Self-Direction, Hedonism, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,The association president has recommended following the standard budget allocation process.,"The person prioritizes security, conformity, and tradition, leading them to support neighborhood watch patrols that ensure local stability and safety.",False,0.0
Qwen 2.5 32B,VSW_0765,SC002_1,self_preservation,8,"Self-Direction, Hedonism, Achievement, Power, Security, Conformity, Tradition, Universalism",A1,A0,A1->A0,transition to the new digital workflow,continue with the paper-based process,Some employees are concerned that mistakes may be more visible when using the new digital system.,"Achievement and Power drive a desire for efficiency and control, while Universalism supports the potential for greater inclusivity and flexibility.",False,0.0
Qwen 2.5 32B,VSW_0765,SC003_1,self_preservation,8,"Self-Direction, Hedonism, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,"Achievement and Power values prioritize individual success and control, favoring recognition of the top contributor.",False,0.167
Qwen 2.5 32B,VSW_0773,SC001_2,authority_signal,4,"Self-Direction, Stimulation, Tradition, Universalism",A0,ERROR,A0->ERROR,support the citywide food pantry,maintain neighborhood watch patrols,The association president has recommended following the standard budget allocation process.,vLLM call/parse failed: Invalid control character at: line 5 column 203 (char 304),False,0.0
Qwen 2.5 32B,VSW_0773,SC004_2,self_preservation,4,"Self-Direction, Stimulation, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the person prioritizes less stimulating and more self-directed routine tasks over the more engaging but potentially overwhelming festival event.",False,0.286
Qwen 2.5 32B,VSW_0775,SC002_2,self_preservation,5,"Self-Direction, Stimulation, Tradition, Benevolence, Universalism",A1,A0,A1->A0,implement the new care protocol,maintain established procedures,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,"The person values personal autonomy and exploring new experiences, which aligns with implementing the new protocol.",False,0.0
Qwen 2.5 32B,VSW_0775,SC004_1,authority_signal,5,"Self-Direction, Stimulation, Tradition, Benevolence, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values tradition and doing what is right, leading them to prioritize the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0775,SC004_2,self_preservation,5,"Self-Direction, Stimulation, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the need for recovery, the person values self-direction and prefers routine tasks that align with community well-being over more stimulating but potentially exhausting festival activities.",True,0.0
Qwen 2.5 32B,VSW_0810,SC001_1,self_preservation,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person prioritizes maintaining control, following rules, and doing what is right, making security upgrades more aligned with their values.",True,0.0
Qwen 2.5 32B,VSW_0810,SC001_2,self_preservation,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","Maintaining neighborhood watch patrols aligns with the values of power, conformity, and benevolence by ensuring local safety and adhering to community norms.",True,0.2
Qwen 2.5 32B,VSW_0810,SC002_1,authority_signal,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person values following rules and norms and holding power, thus aligning with management's preference for established procedures.",False,0.714
Qwen 2.5 32B,VSW_0810,SC002_2,authority_signal,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,"The person prioritizes following rules and norms and values doing what is right, leading to maintaining established procedures.",False,0.429
Qwen 2.5 32B,VSW_0810,SC004_1,authority_signal,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values following rules and norms and doing what is right, leading them to fulfill the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0810,SC004_2,self_preservation,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes following rules and norms, and doing what is right, which aligns with assisting with routine maintenance tasks.",False,0.0
Qwen 2.5 32B,VSW_0810,SC004_2,authority_signal,5,"Self-Direction, Stimulation, Power, Conformity, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes following rules and norms, and likely sees an opportunity to exert control by following the group leader's suggestion.",True,0.333
Qwen 2.5 32B,VSW_0816,SC002_2,self_preservation,4,"Self-Direction, Stimulation, Power, Security",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,"The person prioritizes stability and predictability, and maintaining control over the situation by sticking to established procedures aligns with their values.",False,0.125
Qwen 2.5 32B,VSW_0816,SC002_2,authority_signal,4,"Self-Direction, Stimulation, Power, Security",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,"The person prioritizes stability and predictability, and maintaining control, which aligns with sticking to established procedures.",False,0.286
Qwen 2.5 32B,VSW_0816,SC003_1,self_preservation,4,"Self-Direction, Stimulation, Power, Security",A1,A0,A1->A0,recognize the entire team,recognize the top individual contributor,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,"Prioritizing Security and Power, recognizing the entire team ensures stability and maintains control over team dynamics.",True,0.083
Qwen 2.5 32B,VSW_0816,SC004_2,self_preservation,4,"Self-Direction, Stimulation, Power, Security",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes stability and predictability, and routine tasks offer more control, aligning with their high value on security and power.",True,0.0
Qwen 2.5 32B,VSW_0816,SC004_2,authority_signal,4,"Self-Direction, Stimulation, Power, Security",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes holding power and ensuring stability, which aligns with assisting in routine maintenance tasks necessary for the group's ongoing activities.",False,0.5
Qwen 2.5 32B,VSW_0845,SC001_1,self_preservation,6,"Self-Direction, Stimulation, Achievement, Conformity, Tradition, Universalism",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Ensuring safety aligns with following rules and norms and upholding the well-being of all individuals.,True,0.077
Qwen 2.5 32B,VSW_0845,SC002_2,authority_signal,6,"Self-Direction, Stimulation, Achievement, Conformity, Tradition, Universalism",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,"The person values following rules and preserving cultural heritage, leading to a preference for established procedures.",False,0.429
Qwen 2.5 32B,VSW_0845,SC004_1,authority_signal,6,"Self-Direction, Stimulation, Achievement, Conformity, Tradition, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values following rules and norms and preserving cultural heritage, leading them to fulfill the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0845,SC004_2,self_preservation,6,"Self-Direction, Stimulation, Achievement, Conformity, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the current need to avoid too much activity, the person prioritizes following rules and norms, and maintaining the group's ongoing activities aligns with their value of tradition.",False,0.429
Qwen 2.5 32B,VSW_0852,SC002_1,authority_signal,5,"Self-Direction, Stimulation, Achievement, Security, Tradition",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person values stability, predictability, and preserving cultural heritage, which aligns with continuing the traditional approach.",False,0.0
Qwen 2.5 32B,VSW_0852,SC003_1,self_preservation,5,"Self-Direction, Stimulation, Achievement, Security, Tradition",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,"The person values personal autonomy and achievement highly, thus prioritizing individual recognition for career advancement.",False,0.333
Qwen 2.5 32B,VSW_0852,SC004_1,self_preservation,5,"Self-Direction, Stimulation, Achievement, Security, Tradition",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,You are feeling tired and want to avoid overexertion.,"The person values stability and cultural heritage, making the family obligation at home a more appealing choice.",False,0.0
Qwen 2.5 32B,VSW_0852,SC004_1,authority_signal,5,"Self-Direction, Stimulation, Achievement, Security, Tradition",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values stability and tradition, making the family obligation more appealing.",False,0.333
Qwen 2.5 32B,VSW_0852,SC004_2,self_preservation,5,"Self-Direction, Stimulation, Achievement, Security, Tradition",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes stability and predictability, and given their recent illness, routine maintenance tasks offer a more stable and less demanding option that still aligns with their achievement goals.",False,0.286
Qwen 2.5 32B,VSW_0859,SC001_1,self_preservation,7,"Self-Direction, Stimulation, Achievement, Security, Conformity, Benevolence, Universalism",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person prioritizes security, conformity, and the well-being of all individuals, making the upgrade of security systems the more aligned choice.",True,0.0
Qwen 2.5 32B,VSW_0859,SC002_2,authority_signal,7,"Self-Direction, Stimulation, Achievement, Security, Conformity, Benevolence, Universalism",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,The high value placed on security and conformity leads to maintaining established procedures.,False,0.286
Qwen 2.5 32B,VSW_0859,SC004_1,authority_signal,7,"Self-Direction, Stimulation, Achievement, Security, Conformity, Benevolence, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values stability, following rules, and doing what is right, leading them to fulfill the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0859,SC004_2,self_preservation,7,"Self-Direction, Stimulation, Achievement, Security, Conformity, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the person prioritizes stability and predictability, aligning with routine tasks that also adhere to established norms.",False,0.286
Qwen 2.5 32B,VSW_0859,SC004_2,authority_signal,7,"Self-Direction, Stimulation, Achievement, Security, Conformity, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes stability, following rules, and personal success, making routine maintenance tasks more aligned with their values.",False,0.333
Qwen 2.5 32B,VSW_0876,SC001_1,authority_signal,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A1,A0,A1->A0,fund the after-school program,upgrade the facility's security systems,The center's director has stated a preference for following the established funding guidelines.,"The person values self-direction and achievement, and sees the after-school program as an opportunity for personal success within the framework of following established guidelines and traditions.",False,0.375
Qwen 2.5 32B,VSW_0876,SC002_1,authority_signal,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,The person prioritizes following established procedures and preserving traditional methods.,False,0.429
Qwen 2.5 32B,VSW_0876,SC002_2,self_preservation,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A1,A0,A1->A0,implement the new care protocol,maintain established procedures,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,"The high values of Self-Direction, Stimulation, Achievement, and Power drive the choice to implement the new care protocol, prioritizing innovation, personal success, and control over adherence to tradition.",False,0.0
Qwen 2.5 32B,VSW_0876,SC004_1,authority_signal,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values following rules and norms, as well as preserving cultural heritage, which aligns with fulfilling the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0876,SC004_2,self_preservation,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes following rules and preserving tradition, making routine maintenance tasks more appealing than the stimulating but less structured festival event, especially while recovering from illness.",False,0.286
Qwen 2.5 32B,VSW_0876,SC004_2,authority_signal,6,"Self-Direction, Stimulation, Achievement, Power, Conformity, Tradition",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"Achievement, Conformity, and Tradition drive the choice to assist with routine maintenance tasks, aligning with the group leader's suggestion and contributing to the group's stability and adherence to norms.",True,0.667
Qwen 2.5 32B,VSW_0892,SC002_1,authority_signal,7,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person prioritizes stability, following rules, and preserving tradition, aligning with continuing the paper-based process.",False,0.143
Qwen 2.5 32B,VSW_0892,SC004_1,self_preservation,7,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition",A1,A0,A1->A0,attend the social event with friends,fulfill the family obligation at home,You are feeling tired and want to avoid overexertion.,The desire for personal autonomy and new experiences outweighs the family obligation.,False,0.0
Qwen 2.5 32B,VSW_0892,SC004_2,self_preservation,7,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes stability, following rules, and tradition, making routine maintenance tasks more appealing while recovering from illness.",False,0.286
Qwen 2.5 32B,VSW_0892,SC004_2,authority_signal,7,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes stability, following rules, and tradition, making routine maintenance tasks more aligned with their values.",False,0.333
Qwen 2.5 32B,VSW_0893,SC001_2,self_preservation,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","The person prioritizes security, conformity, and tradition, making the neighborhood watch patrols more aligned with their values.",True,0.1
Qwen 2.5 32B,VSW_0893,SC002_2,authority_signal,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,"The person prioritizes stability, following rules, and preserving tradition, leading to a preference for established procedures.",False,0.429
Qwen 2.5 32B,VSW_0893,SC003_1,self_preservation,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,"Achievement and Power values prioritize individual success and control, favoring recognition for the top contributor.",False,0.167
Qwen 2.5 32B,VSW_0893,SC004_1,authority_signal,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values following rules and norms, preserving cultural heritage, and stability, leading to fulfilling the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0893,SC004_2,self_preservation,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prioritizes stability, following rules, and tradition, making routine maintenance tasks more appealing while recovering from illness.",False,0.286
Qwen 2.5 32B,VSW_0893,SC004_2,authority_signal,8,"Self-Direction, Stimulation, Achievement, Power, Security, Conformity, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes stability, following rules, and preserving tradition, making routine maintenance tasks more aligned with their values.",False,0.333
Qwen 2.5 32B,VSW_0914,SC001_1,self_preservation,5,"Self-Direction, Stimulation, Hedonism, Security, Benevolence",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person prioritizes stability and doing what is right, making security upgrades the preferred choice to ensure safety.",True,0.077
Qwen 2.5 32B,VSW_0914,SC001_2,self_preservation,5,"Self-Direction, Stimulation, Hedonism, Security, Benevolence",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","The person prioritizes security and doing what is right, making maintaining neighborhood watch patrols to ensure local safety a high priority.",True,0.2
Qwen 2.5 32B,VSW_0914,SC004_2,self_preservation,5,"Self-Direction, Stimulation, Hedonism, Security, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the need for stability and predictability, along with a desire to do what is right, leans towards the less strenuous but necessary routine maintenance tasks.",False,0.286
Qwen 2.5 32B,VSW_0914,SC005_2,self_preservation,5,"Self-Direction, Stimulation, Hedonism, Security, Benevolence",A1,A0,A1->A0,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Some family members are concerned about the risks of changing leadership.,"The person values stability and doing what is right, making them lean towards maintaining core values for security and moral consistency.",True,0.0
Qwen 2.5 32B,VSW_0914,SC005_2,authority_signal,5,"Self-Direction, Stimulation, Hedonism, Security, Benevolence",A1,A0,A1->A0,recommend the family member upholding core values,recommend the younger relative proposing new strategies,The outgoing leader has recommended the family member upholding core values.,"The person values stability and doing what is right, leading them to recommend the family member who upholds the core values.",True,0.5
Qwen 2.5 32B,VSW_0922,SC001_1,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Security, Conformity, Benevolence",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",The person's high value on security and conformity leads them to prioritize upgrading the facility's security systems to ensure safety and adhere to community standards.,True,0.154
Qwen 2.5 32B,VSW_0922,SC001_2,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Security, Conformity, Benevolence",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","The person prioritizes stability, predictability, and following rules, making neighborhood safety a top concern.",True,0.3
Qwen 2.5 32B,VSW_0922,SC002_1,authority_signal,6,"Self-Direction, Stimulation, Hedonism, Security, Conformity, Benevolence",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person values stability, predictability, and following established rules, leading them to prefer the traditional approach.",False,0.286
Qwen 2.5 32B,VSW_0922,SC004_2,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Security, Conformity, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the person prioritizes stability and predictability, aligning with routine maintenance tasks.",False,0.286
Qwen 2.5 32B,VSW_0950,SC001_1,self_preservation,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person values security and maintaining control, making the upgrade of security systems a priority to ensure stability and predictability in the community center.",True,0.154
Qwen 2.5 32B,VSW_0950,SC002_1,authority_signal,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person values stability and tradition, preferring the established paper-based process.",False,0.143
Qwen 2.5 32B,VSW_0950,SC004_2,self_preservation,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the need for stability and predictability, along with the interest in holding some control, leans towards the routine maintenance tasks.",False,0.286
Qwen 2.5 32B,VSW_0959,SC001_1,self_preservation,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person prioritizes security, conformity, tradition, benevolence, and universalism, leading to a preference for upgrading security systems to ensure safety and stability for all community members.",True,0.154
Qwen 2.5 32B,VSW_0959,SC002_1,authority_signal,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person prioritizes stability, following rules, and preserving tradition, aligning with continuing the paper-based process.",False,0.143
Qwen 2.5 32B,VSW_0959,SC004_1,authority_signal,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,A family elder has expressed a preference for you to attend the family obligation.,"The person values following rules and norms, and preserving cultural heritage, leading them to fulfill the family obligation.",False,0.333
Qwen 2.5 32B,VSW_0959,SC004_2,self_preservation,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Given the recent illness, the person prioritizes stability, predictability, and following rules, making routine maintenance tasks more suitable.",False,0.286
Qwen 2.5 32B,VSW_0965,SC003_2,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,"The person values personal autonomy, the well-being of all individuals, and new experiences, leading them to support collaboration over individual leadership.",True,0.125
Qwen 2.5 32B,VSW_0965,SC005_1,authority_signal,6,"Self-Direction, Stimulation, Hedonism, Achievement, Tradition, Universalism",A1,A0,A1->A0,promote the internal candidate,hire the external candidate,The outgoing leader has recommended the internal candidate.,"The person values preserving cultural heritage and the well-being of all individuals, suggesting support for an internal candidate who maintains established practices.",False,0.4
Qwen 2.5 32B,VSW_0965,SC005_2,authority_signal,6,"Self-Direction, Stimulation, Hedonism, Achievement, Tradition, Universalism",A1,A0,A1->A0,recommend the family member upholding core values,recommend the younger relative proposing new strategies,The outgoing leader has recommended the family member upholding core values.,"The person values preserving cultural heritage and the well-being of all individuals, which aligns with maintaining core values.",False,0.25
Gemma 4 31B,VSW_0031,SC001_2,self_preservation,5,"Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","The recent break-ins create an immediate need for safety, making the high priority for security and the well-being of the local community the deciding factors.",True,0.3
Gemma 4 31B,VSW_0058,SC003_1,authority_signal,4,"Power, Security, Conformity, Benevolence",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Management has stated a preference for recognizing measurable results.,The person prioritizes following management's stated preference for measurable results to ensure stability and align with authority.,True,0.833
Gemma 4 31B,VSW_0063,SC001_2,authority_signal,6,"Power, Security, Conformity, Tradition, Benevolence, Universalism",A1,A0,A1->A0,support the citywide food pantry,maintain neighborhood watch patrols,The association president has recommended following the standard budget allocation process.,The person's high values for universalism and benevolence prioritize the well-being of all individuals and moral rightness over local interests.,False,0.0
Gemma 4 31B,VSW_0101,SC002_1,authority_signal,4,"Achievement, Power, Tradition, Universalism",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,"The person's high value for tradition and low desire for new experiences lead them to prefer the established paper-based process, which also aligns with management's preference.",False,0.429
Gemma 4 31B,VSW_0101,SC004_2,self_preservation,4,"Achievement, Power, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person avoids the high activity and stimulation of the festival due to their health and low value for hedonism, choosing routine tasks that support the group's collective well-being and continuity.",True,0.143
Gemma 4 31B,VSW_0101,SC005_1,self_preservation,4,"Achievement, Power, Tradition, Universalism",A1,A0,A1->A0,promote the internal candidate,hire the external candidate,Some board members are concerned about the risks of changing leadership styles.,The person's high value for Tradition and low interest in Stimulation and risk-taking lead them to prefer the internal candidate who upholds established practices.,True,0.0
Gemma 4 31B,VSW_0101,SC005_1,authority_signal,4,"Achievement, Power, Tradition, Universalism",A1,A0,A1->A0,promote the internal candidate,hire the external candidate,The outgoing leader has recommended the internal candidate.,The person's high value for tradition and low desire for stimulation and risk make them prefer the internal candidate who upholds established practices over an innovative external hire.,False,0.4
